"X","Y"
"15.5","940"
"113.5","490.5"
"295.5","1042.5"
"627.5","1053.5"
"335.5","1183"
"162.5","1013"
"191","1183"
"281.5","366"
"443","474"
"433","1076"
"35.5","1039.5"
"769.5","104"
"464","1149.5"
"334.5","532"
"285","835.5"
"201.5","1109"
"688","42"
"425","341"
"760","1001.5"
"80","676.5"
"707","1163"
"471.5","82"
"306.5","1136"
"770.5","1139.5"
"395","864"
"380.5","302"
"431","297.5"
"651.5","1143.5"
"209","642"
"402","839"
"172.5","1177.5"
"32","69"
"39","838"
"633","381.5"
"98.5","825.5"
"9","1158"
"540","1120"
"288","991"
"63.5","891.5"
"608.5","377.5"
"119.5","768"
"311","535.5"
"191","78.5"
"717","1184.5"
"587.5","310.5"
"635.5","1176.5"
"454","926"
"23","1145"
"346","1001.5"
"0","1124.5"
"417.5","976.5"
"16.5","785"
"648","482.5"
"768.5","1131"
"139.5","503.5"
"77.5","385"
"710","448"
"430.5","1184.5"
"482.5","367.5"
"459.5","945.5"
"104.5","1141.5"
"408.5","1134.5"
"654","514"
"88","400"
"240","936"
"56.5","33.5"
"640","146"
"725.5","617.5"
"185.5","715"
"764.5","158.5"
"483.5","105.5"
"95.5","224"
"314.5","1039.5"
"349.5","331.5"
"612.5","1040"
"266","324.5"
"296","43"
"167","1160.5"
"31.5","992.5"
"517.5","1063.5"
"632","476.5"
"770","236"
"580","428"
"129","517.5"
"645","1104.5"
"182.5","147.5"
"692.5","146.5"
"402.5","798"
"331.5","529"
"705","118.5"
"718","256"
"340.5","990"
"438","1027"
"302","45.5"
"537.5","484.5"
"227","1001.5"
"335","1179"
"770.5","276.5"
"95.5","805"
"176.5","129"
"516.5","1031"
"662","503.5"
"364","923.5"
"438","978.5"
"661","23.5"
"54.5","1092.5"
"123.5","325.5"
"694","368"
"694.5","1085"
"55.5","625.5"
"572.5","379"
"7","1181"
"10.5","354"
"172","93"
"208.5","251.5"
"120.5","819"
"341.5","1006.5"
"259","991"
"666","1.5"
"458.5","1057.5"
"341","1085.5"
"81.5","950"
"91","470"
"288.5","59"
"270.5","993"
"558.5","314.5"
"466","924"
"166.5","1141.5"
"734.5","681"
"15.5","301"
"535.5","986.5"
"12.5","97"
"298.5","160"
"645.5","1121"
"680","64"
"613","1095.5"
"135.5","459.5"
"415.5","986.5"
"254","790"
"141.5","933.5"
"636","821"
"93.5","1093"
"219","541"
"538","474.5"
"190","73.5"
"123.5","694.5"
"376","980.5"
"481.5","939"
"387","984"
"85.5","1105"
"491.5","125.5"
"276","46.5"
"368.5","470.5"
"41.5","1074"
"24","79.5"
"409.5","306.5"
"12.5","442"
"357.5","499.5"
"363","1011.5"
"426","927"
"750.5","1100.5"
"664.5","1106"
"214","97.5"
"261.5","890"
"2","135.5"
"253.5","210.5"
"295.5","950.5"
"46","998.5"
"12.5","458"
"610","145"
"211","228"
"428.5","1070"
"751","444"
"514.5","174"
"71","1098.5"
"472","1159"
"154","397"
"695","171"
"542.5","632.5"
"265","620"
"7.5","236.5"
"499.5","813"
"213","1037"
"726.5","1094.5"
"501","767.5"
"373.5","705.5"
"152.5","779.5"
"199","152.5"
"188","671.5"
"509","336"
"96.5","1119"
"726","491.5"
"162.5","963.5"
"298","426"
"1","1063.5"
"286.5","48.5"
"268.5","201.5"
"495","1060"
"541.5","752"
"764","228.5"
"45.5","999"
"93","853.5"
"72.5","1024.5"
"105.5","413"
"545","436.5"
"36","81.5"
"421","1164.5"
"716.5","1114"
"50","807.5"
"269.5","307"
"280.5","225"
"205.5","129.5"
"14","1033"
"365.5","908.5"
"721","675.5"
"596","1127"
"285","1145"
"455.5","645.5"
"76.5","648.5"
"427","168.5"
"188.5","254.5"
"146.5","1017"
"627","1152.5"
"59","1015"
"450.5","1125.5"
"607.5","425"
"89.5","1072.5"
"482","102.5"
"497.5","869"
"240.5","1094"
"257.5","584.5"
"132","285"
"430","30.5"
"146","92"
"446.5","793"
"324.5","956.5"
"657","492.5"
"523.5","1012.5"
"675","722"
"32","976"
"721","293"
"455.5","702"
"602.5","844.5"
"766.5","463.5"
"596.5","461.5"
"62.5","929"
"146.5","862"
"762.5","485.5"
"197.5","619.5"
"682","121"
"495","125"
"616.5","864"
"88","397"
"279","614.5"
"29","1105"
"64.5","653.5"
"246","615.5"
"620","1126.5"
"353.5","1174.5"
"470.5","838.5"
"253.5","1138.5"
"498.5","57"
"293.5","1116.5"
"748","550"
"194.5","161.5"
"497","197"
"216.5","1027"
"607.5","364"
"477","955"
"235","1045"
"442.5","1175"
"214","1006.5"
"322.5","1125.5"
"658.5","1077.5"
"661","781"
"18.5","888"
"85","1073.5"
"511.5","893.5"
"756.5","494.5"
"683","512.5"
"591.5","322"
"326","860"
"774.5","267.5"
"401","824.5"
"181","53.5"
"387.5","73.5"
"191","222.5"
"269","1143"
"370","851"
"320","1086"
"713.5","1182.5"
"393","263.5"
"457.5","1075.5"
"24","1154.5"
"225","1100.5"
"271.5","607.5"
"334.5","378.5"
"747","306"
"49","177.5"
"502","411"
"189","696.5"
"251","538"
"37.5","192.5"
"576","254.5"
"485","1099.5"
"173","1055"
"428.5","1136"
"237.5","1070"
"337","987.5"
"214","418"
"287","157.5"
"559","1015"
"610","1177"
"224","111"
"617","851.5"
"44","873.5"
"630.5","1075"
"371","1150.5"
"382","282.5"
"393","604.5"
"482","504"
"504.5","545.5"
"680","481.5"
"157.5","800.5"
"592","417"
"418","795"
"104.5","352"
"721.5","532.5"
"475","485"
"620","1077"
"23.5","154.5"
"757","487.5"
"535","711.5"
"653.5","61"
"699.5","1175"
"151","12.5"
"741","264"
"463","1079"
"589","393.5"
"502","184"
"152.5","628.5"
"298.5","1071"
"530","567.5"
"697","291"
"469","351"
"205.5","1013.5"
"326.5","685.5"
"656","723.5"
"667","724"
"261","206"
"729","1179"
"702","117"
"3","813"
"429","58.5"
"543","76.5"
"454.5","439.5"
"42","884"
"720","482.5"
"727.5","552"
"214","1048"
"503","1153"
"487","636"
"723.5","320.5"
"400","409.5"
"176","190.5"
"188","7.5"
"2","701.5"
"599.5","1161.5"
"147.5","436.5"
"386","856.5"
"205","54.5"
"115.5","417"
"429","1095"
"204.5","1030"
"174.5","113"
"229.5","561"
"649","257"
"62.5","1049"
"304","451.5"
"15.5","243"
"560.5","970"
"616.5","1073.5"
"469","851"
"743.5","681.5"
"583.5","398"
"527.5","171.5"
"543.5","554.5"
"447.5","619.5"
"635.5","822.5"
"635.5","1162.5"
"70","1092"
"719","1158.5"
"62.5","1013.5"
"297.5","516"
"588.5","878.5"
"609.5","236"
"617","1159.5"
"208","315"
"762","434"
"310","1133"
"526.5","632"
"706.5","35"
"774","126.5"
"152","870.5"
"372.5","1152.5"
"221","629"
"28.5","935"
"430.5","363.5"
"172.5","894"
"447.5","904.5"
"529","676"
"525","835.5"
"312.5","1010.5"
"436.5","969"
"657.5","345.5"
"44.5","262.5"
"695","109"
"221.5","1087.5"
"206.5","1005.5"
"677.5","634.5"
"682","116.5"
"576.5","484"
"175","1029"
"542.5","786"
"199","205.5"
"473","1112"
"559.5","305"
"278.5","770"
"561.5","1033.5"
"162.5","1001"
"548.5","375"
"604","431.5"
"209.5","375"
"54.5","1020"
"292","956.5"
"694","143.5"
"350.5","969.5"
"511","225.5"
"127.5","74"
"457.5","324.5"
"269","552"
"748","542"
"204","234.5"
"379.5","1038.5"
"264","983"
"591","1024.5"
"594","1001.5"
"196","662"
"648.5","509"
"525","387"
"317.5","1017"
"476","881.5"
"332","925.5"
"441.5","373.5"
"574.5","1135.5"
"43","987"
"772","221.5"
"335.5","610.5"
"11","857"
"512.5","908.5"
"92","1079.5"
"71","1081.5"
"322.5","1169"
"749.5","511.5"
"442","753.5"
"534.5","540.5"
"231.5","625.5"
"241.5","165"
"135.5","1100.5"
"208","741.5"
"614","1129"
"712.5","1077.5"
"462.5","1069"
"55.5","898"
"26","1041.5"
"234.5","197.5"
"150","1042.5"
"654.5","21.5"
"279","1017"
"699","1165.5"
"576","356.5"
"498.5","388"
"498.5","117.5"
"230","199"
"147","613.5"
"303","279.5"
"477.5","855"
"429","402"
"215.5","366"
"721.5","1147"
"654","472.5"
"360","451.5"
"680.5","474"
"323.5","1148"
"282","921.5"
"24.5","118.5"
"194.5","24"
"533.5","457.5"
"750.5","548"
"151.5","1072.5"
"17.5","810.5"
"428","975"
"713","227.5"
"328","1179"
"29.5","72"
"356.5","372"
"189","704.5"
"651","456"
"240","529.5"
"400.5","988"
"205.5","1159"
"571","1110"
"69","952.5"
"183","407"
"296","1036.5"
"559","400"
"23","145"
"714","1154"
"492","152.5"
"132","993.5"
"754.5","1102"
"31.5","243"
"52.5","194.5"
"2","477.5"
"330","1032"
"419","1024.5"
"119","651.5"
"659.5","16"
"658.5","149.5"
"124","297.5"
"282","453.5"
"301","447.5"
"484.5","1143.5"
"178.5","651"
"771","1166.5"
"294","976.5"
"113.5","725.5"
"471.5","850"
"53.5","334.5"
"48","867"
"545.5","1148"
"738.5","576.5"
"458","678"
"261","185"
"115.5","864"
"27","535"
"443.5","544.5"
"244","615"
"447.5","929"
"210","1091.5"
"214","1122.5"
"21","65.5"
"540","737"
"667","755"
"523.5","719.5"
"467.5","631"
"29.5","182"
"130","491"
"254","554.5"
"667","757"
"432","324"
"234.5","283"
"428.5","727"
"542.5","786.5"
"703","16.5"
"149.5","410"
"772","994.5"
"431.5","921"
"279.5","576.5"
"140.5","433"
"215","277.5"
"759.5","1015"
"151","1101"
"329.5","1157"
"241.5","1054"
"551.5","1111.5"
"239","490"
"176.5","1130"
"505","823.5"
"731","428"
"448","318.5"
"699","346"
"644.5","1067.5"
"198.5","495.5"
"483","991"
"215.5","680"
"120","1143"
"442","891"
"293.5","1004.5"
"299.5","588"
"333","861.5"
"653","29"
"68","33.5"
"418","1143"
"317.5","999"
"335","970"
"721.5","268"
"589.5","896.5"
"137","460.5"
"600","347"
"365.5","728"
"383.5","1082"
"527.5","402.5"
"471","1089.5"
"345.5","1039"
"747","961"
"297","596.5"
"736","323"
"101","1078.5"
"157","764"
"387","1020.5"
"294","54"
"101","1183"
"571","307.5"
"533","931"
"748.5","214.5"
"188","1114.5"
"312.5","902.5"
"485","864.5"
"596.5","265"
"464.5","674"
"698.5","91.5"
"541","41.5"
"682.5","694"
"661","1118"
"552.5","337.5"
"65.5","907.5"
"711","572"
"402","916.5"
"498","954.5"
"259","542.5"
"211.5","1164"
"492.5","516.5"
"458","1031.5"
"384.5","522.5"
"517.5","1026.5"
"530.5","329"
"697","1147.5"
"17.5","440"
"366","487.5"
"331.5","372"
"614","476.5"
"504.5","247.5"
"732","1104.5"
"732","1082.5"
"412.5","900"
"319","874"
"467.5","554"
"750","489.5"
"144.5","715.5"
"392","287"
"102","1120.5"
"761","528"
"99.5","231"
"149.5","867"
"735","1132"
"639.5","1058"
"171","623.5"
"719.5","33"
"303","605.5"
"700.5","136.5"
"47.5","907"
"465.5","341"
"93","97.5"
"505","1078"
"301.5","587.5"
"100.5","275.5"
"526","728"
"210","221"
"642","783"
"321.5","755"
"43","76"
"441","171.5"
"743","463.5"
"239","146.5"
"395","453"
"48","269"
"252","530"
"259.5","210.5"
"217.5","1146.5"
"213.5","225.5"
"156","463"
"665.5","1099.5"
"375.5","502"
"70","1106"
"234","478"
"411.5","925.5"
"669.5","676"
"325.5","607"
"33.5","1014.5"
"452","393.5"
"467.5","456"
"486","973.5"
"47.5","1115"
"36.5","14"
"386.5","480.5"
"460","228"
"96.5","1076.5"
"603.5","492.5"
"174","12"
"77.5","977"
"771.5","964.5"
"773","275"
"639.5","1114.5"
"413","988.5"
"729","1172.5"
"761.5","1185"
"179","815.5"
"424.5","735.5"
"774","216.5"
"449.5","481"
"330","1105.5"
"424","729.5"
"302","630"
"528.5","405.5"
"242","661"
"249","147"
"373.5","942"
"15.5","1144.5"
"474","991"
"471","572"
"311.5","986"
"265.5","1123"
"490.5","140"
"336","691"
"136.5","1023"
"526.5","950.5"
"155","1034.5"
"541.5","11"
"578.5","1028"
"144","130.5"
"232.5","692.5"
"190.5","738"
"65","1004"
"345","941.5"
"407.5","1184.5"
"564","314"
"729","996.5"
"58","1155.5"
"219","277"
"210","1079.5"
"448","663.5"
"144","921.5"
"48.5","265"
"460","1168"
"13","859"
"738.5","1093.5"
"213.5","1013"
"404","973"
"9","1160.5"
"204.5","186.5"
"140.5","325.5"
"705","694.5"
"629","1118.5"
"543","1147"
"61.5","955.5"
"138.5","792.5"
"386.5","998.5"
"128","1159"
"425","1150.5"
"170","331"
"286.5","571"
"330","591.5"
"222","1156"
"701.5","315.5"
"209.5","1168"
"3.5","957"
"501","230.5"
"638","462.5"
"415.5","866.5"
"483.5","186"
"356.5","598"
"512","481"
"150","586.5"
"475.5","1121"
"448","957"
"472.5","209.5"
"765.5","1081"
"82","271.5"
"482","866"
"528","1028.5"
"146","1175"
"773.5","549.5"
"109","859"
"203.5","247.5"
"663.5","787"
"690","1150"
"731.5","320"
"3.5","954.5"
"659.5","756.5"
"104","282"
"315.5","1046"
"356.5","1161.5"
"457.5","439.5"
"187","204"
"28","862"
"13.5","1053"
"684","1113"
"227.5","603.5"
"757","977.5"
"314","1121.5"
"337","896.5"
"368.5","772"
"543","503"
"54","1086.5"
"361","975"
"263.5","542.5"
"755.5","255"
"509.5","208.5"
"404.5","855.5"
"649.5","340"
"263","1090.5"
"475","1047.5"
"759","272"
"529","662.5"
"398","884"
"765.5","95.5"
"111.5","1052.5"
"69.5","766"
"286","278"
"612","1085.5"
"177.5","1095"
"209","110.5"
"67","811.5"
"306.5","858"
"493","826"
"52.5","636.5"
"433","1103"
"280","955.5"
"592","989"
"436","855.5"
"202","222.5"
"198.5","284.5"
"120","531"
"313.5","959.5"
"73.5","359"
"723","1157.5"
"441.5","758"
"758.5","418"
"472.5","409.5"
"331","419.5"
"756","1185"
"768.5","210.5"
"301.5","856.5"
"655","472.5"
"15.5","420"
"478.5","154"
"331.5","384"
"349.5","520.5"
"216","274.5"
"463","419.5"
"528","1168.5"
"708","601.5"
"430","1155.5"
"354.5","960.5"
"470","937"
"472.5","855"
"135","1097"
"93.5","892.5"
"221.5","970.5"
"220","129"
"413.5","1051"
"585","333.5"
"561","1164.5"
"200.5","1162.5"
"242","623.5"
"497.5","973.5"
"222","211.5"
"207.5","1045.5"
"579","405"
"639","829"
"129","989.5"
"131.5","308"
"471","275.5"
"25.5","812"
"157","1007.5"
"23.5","232.5"
"481.5","256.5"
"625.5","191"
"750","1142.5"
"531.5","709"
"530","238.5"
"347.5","595.5"
"129","975.5"
"763","1174.5"
"677.5","627"
"179.5","1129"
"131.5","992"
"700.5","307"
"457","312"
"244","551"
"174","399"
"724.5","253.5"
"577","375"
"374.5","695"
"119.5","490"
"197","228.5"
"104","899"
"759.5","473"
"209.5","644.5"
"204","378.5"
"0","455.5"
"390.5","936.5"
"381.5","1175"
"577.5","1175.5"
"93.5","1073"
"45.5","93"
"505","91"
"164","770"
"375","580.5"
"137","1110.5"
"159.5","142"
"441","1056"
"323.5","1159.5"
"706","646.5"
"490","932"
"465.5","906.5"
"442.5","375.5"
"217.5","265"
"158","606"
"169.5","1129.5"
"422","961"
"635","278"
"720.5","1114.5"
"254.5","247"
"556.5","1074.5"
"466.5","561.5"
"506","508.5"
"144","406"
"677.5","630.5"
"223.5","431.5"
"638.5","1125"
"474.5","431.5"
"701.5","676.5"
"154","134"
"431","662"
"748","1158"
"94","730.5"
"49.5","1090"
"547.5","544.5"
"104","354.5"
"215","615"
"560.5","445"
"35.5","1104.5"
"279","994.5"
"126","993"
"595","319.5"
"30.5","7.5"
"11","75"
"209","384"
"467.5","1131.5"
"183","1169.5"
"641","481"
"758","175.5"
"95","789"
"401","811.5"
"257","1182.5"
"748.5","528"
"260","993"
"573.5","1045"
"412","164"
"511.5","1112"
"637.5","464"
"231","1026"
"714.5","282"
"266.5","913.5"
"396","390"
"673.5","527"
"627.5","1172.5"
"494","1162.5"
"767","157.5"
"247","221"
"223","258"
"252.5","1038.5"
"200.5","528.5"
"735.5","98"
"440","1034"
"271","980"
"172.5","990.5"
"736","1019"
"120","438"
"265.5","120"
"486","1177"
"518","338"
"57.5","614"
"533.5","694.5"
"419","1184"
"245","185.5"
"627.5","1063.5"
"420","947.5"
"142","1090.5"
"55.5","1055.5"
"538","559.5"
"696.5","486"
"631.5","342.5"
"73.5","817.5"
"94.5","1093"
"92.5","736.5"
"394.5","1135"
"728","510"
"760.5","548.5"
"422","965"
"326","1018"
"382.5","816"
"187","223.5"
"86.5","1144"
"454.5","100.5"
"633","305.5"
"372","1175.5"
"170","1040"
"474.5","884.5"
"232.5","843"
"521","100"
"371","1125.5"
"434.5","793"
"532","629"
"0","609"
"654","73.5"
"375","709.5"
"622.5","474"
"30","902.5"
"136.5","410"
"610","333"
"148.5","775.5"
"187.5","1090.5"
"171.5","1040"
"458","1118"
"369","450"
"61.5","25.5"
"750","558.5"
"263","217.5"
"90.5","802"
"20","205"
"320.5","949.5"
"46.5","618"
"109","1146"
"178","1147"
"212.5","1063"
"658.5","29.5"
"397","690"
"668","47.5"
"261","1178.5"
"431","83.5"
"449","1130"
"284","436.5"
"107","713.5"
"704.5","225.5"
"655","1086"
"621.5","467.5"
"673","436.5"
"643","181.5"
"204","237"
"534.5","694.5"
"579.5","912.5"
"304","1047"
"568","1033"
"703.5","563.5"
"202.5","1177"
"217.5","1040"
"313","733.5"
"485.5","711.5"
"267","970"
"729","579"
"398","1154.5"
"760","460"
"135","324.5"
"1","894.5"
"221.5","1147.5"
"584","409.5"
"127","304.5"
"679.5","1111.5"
"218.5","1117"
"455.5","862.5"
"240","1184"
"390","832.5"
"421","849.5"
"188.5","60"
"133.5","580.5"
"632.5","1175.5"
"359.5","704"
"410","389.5"
"726.5","338.5"
"579","887"
"473","127"
"124","1115"
"285.5","925"
"45","1016"
"353","1000.5"
"410","1054.5"
"154.5","1172.5"
"352","1044"
"219.5","1023"
"302.5","1010"
"554","1141"
"93","985.5"
"207.5","928"
"414.5","882"
"739","222.5"
"148.5","333"
"140","147"
"280","420"
"684.5","359.5"
"160.5","769"
"124","1175.5"
"52","218"
"606","348"
"373.5","975.5"
"502","417"
"346","859.5"
"28.5","939.5"
"102","1021"
"709","1127.5"
"624","815"
"17.5","1155"
"442","553"
"583","901"
"760","1157"
"7","799"
"540.5","614"
"291","1159"
"7.5","886.5"
"241.5","569.5"
"432.5","162"
"498.5","133"
"392","1141.5"
"714.5","641"
"622.5","448.5"
"525","1056"
"688.5","97.5"
"354","926"
"74","364.5"
"482","248.5"
"734","1068.5"
"501.5","384.5"
"102.5","883.5"
"210","393.5"
"433.5","419"
"763.5","95.5"
"286","592"
"526.5","707.5"
"262.5","920"
"464.5","436"
"259.5","913"
"706.5","717"
"224.5","202"
"346","328.5"
"546","607.5"
"61","1111.5"
"556","1133.5"
"656","38"
"393","970"
"535","1163.5"
"735.5","1026.5"
"251","98"
"498","36.5"
"237","230.5"
"26.5","1128.5"
"390","490.5"
"411","704"
"446","174.5"
"43.5","998"
"53.5","940.5"
"501.5","1174.5"
"94","269.5"
"217.5","145.5"
"43.5","293"
"479.5","1061.5"
"81.5","1030"
"514.5","551.5"
"166.5","1025"
"467","356.5"
"462","262.5"
"576","368"
"457.5","287"
"13.5","105"
"652","151.5"
"321.5","1047.5"
"388","600.5"
"363","515.5"
"686.5","264.5"
"443","10"
"709","565.5"
"393.5","1072.5"
"341","699.5"
"528.5","1025.5"
"285.5","109.5"
"673.5","206.5"
"466","508.5"
"466.5","438.5"
"675","624"
"280","1081.5"
"313","902.5"
"627","0.5"
"509","249"
"125.5","294"
"370","1180"
"129","523"
"411.5","1157.5"
"640.5","344.5"
"699.5","1144"
"28.5","1119.5"
"280","715.5"
"454","1184"
"375.5","1169.5"
"159.5","321.5"
"294.5","1082"
"264.5","969"
"436","1163"
"754","427"
"92.5","224.5"
"195.5","205.5"
"337.5","1098.5"
"463.5","691.5"
"413.5","387.5"
"3.5","854"
"546","791.5"
"547.5","800"
"36","1117"
"382","413"
"0.5","808"
"116","993"
"497","622"
"533","1117"
"693.5","129"
"176","352.5"
"401.5","794.5"
"72.5","264"
"338.5","1063"
"316.5","970.5"
"270","580.5"
"484","1015"
"513.5","926"
"215.5","387"
"749.5","1083.5"
"463","997.5"
"679","626"
"241.5","936.5"
"299","586.5"
"340","1124"
"705","1062"
"507","1024.5"
"420","961.5"
"76.5","2"
"422.5","281.5"
"383","1092.5"
"415.5","328.5"
"718.5","11.5"
"51.5","1029.5"
"327","1126"
"452.5","1100"
"429","1054"
"386","654.5"
"737.5","253"
"565.5","412.5"
"729.5","569.5"
"203.5","221.5"
"452","474.5"
"578","1133.5"
"127.5","532.5"
"397.5","833"
"273","1064.5"
"685","1080.5"
"625.5","814"
"195.5","1168"
"467","606"
"541.5","573"
"583","308.5"
"230","993"
"549.5","1083.5"
"14","318"
"159","25"
"100.5","246.5"
"427.5","796"
"32.5","176.5"
"673.5","1094.5"
"595","1119"
"637.5","451.5"
"281","188.5"
"217","1146.5"
"41","102"
"676.5","1141"
"692.5","62"
"494.5","900"
"607.5","1136"
"131","126.5"
"183","197"
"718.5","265"
"542.5","1121.5"
"551.5","779"
"167","68"
"326","1089"
"44","960.5"
"760","239.5"
"736","534.5"
"684","670"
"202.5","711.5"
"101","1130.5"
"441.5","362.5"
"399.5","855"
"344.5","346"
"358","1033.5"
"190.5","57"
"17","769"
"680","455"
"424.5","947"
"211","982.5"
"50.5","91"
"235","947.5"
"434","1098"
"186","147.5"
"520","132"
"674","429"
"155.5","57.5"
"126","560"
"1.5","818"
"258","331.5"
"471.5","1070.5"
"128","1115"
"220","679"
"182","162"
"216","237.5"
"636","1067.5"
"381","882"
"405","869.5"
"84","1141.5"
"105","377"
"617","1054"
"630","436"
"15.5","805"
"25.5","563.5"
"754","90"
"166","175"
"63","838"
"360.5","1005.5"
"715.5","579"
"695.5","141.5"
"500","842"
"112.5","852.5"
"315","1140.5"
"32","1090.5"
"542","938"
"144.5","146"
"393.5","994.5"
"37.5","1010.5"
"246","198"
"254.5","1038"
"565","981"
"629","175.5"
"89.5","1019.5"
"355","1097"
"385.5","668"
"369.5","1172.5"
"176","685.5"
"650","477.5"
"523","329.5"
"52","811"
"502","509.5"
"432.5","924.5"
"634","442.5"
"213","999"
"185","191"
"748","1024.5"
"20.5","52.5"
"385","670"
"255","175"
"54.5","198.5"
"489.5","118.5"
"433.5","1075.5"
"451","856"
"250.5","1065"
"383.5","1064"
"425","1059"
"48","551"
"669.5","449.5"
"743.5","536"
"100.5","249.5"
"453","1092.5"
"8.5","946"
"218","711"
"25.5","48.5"
"54.5","194"
"470","975.5"
"531.5","410.5"
"401","501"
"178.5","335"
"387","912"
"562","1138"
"276.5","1093.5"
"302","506"
"111.5","302.5"
"439.5","1125"
"717.5","678.5"
"455.5","1027"
"46","268.5"
"126.5","63"
"484.5","949"
"132.5","86.5"
"266","877"
"26.5","161"
"459.5","138.5"
"658.5","194"
"456.5","363"
"672.5","530.5"
"307","126"
"309.5","271.5"
"307.5","115"
"298","1133"
"483.5","1151.5"
"256","204"
"466.5","436"
"283.5","1153"
"717.5","99.5"
"125.5","55.5"
"32","89.5"
"213.5","1058"
"86","954.5"
"225","266.5"
"180.5","995"
"754.5","987"
"501","267.5"
"764","15"
"399","1130"
"509","1176.5"
"469","324.5"
"552.5","338.5"
"743","704"
"222.5","549"
"686.5","1124.5"
"247.5","1081.5"
"139","590.5"
"11","696.5"
"74.5","831.5"
"382","653.5"
"328.5","1123.5"
"409.5","506"
"536","544.5"
"185","1015.5"
"67","628.5"
"740.5","310"
"461.5","349.5"
"113","61"
"167","754.5"
"532.5","417.5"
"712.5","354.5"
"575.5","1151"
"636.5","1073.5"
"410","903"
"402","511.5"
"757.5","242.5"
"517","116.5"
"583","413.5"
"305","1124"
"545","742"
"298.5","648.5"
"612.5","364"
"167.5","168.5"
"324","420"
"130","1009"
"204.5","729"
"10.5","770.5"
"85","1108"
"419.5","292.5"
"35.5","842.5"
"299.5","595.5"
"267.5","135"
"4","1086.5"
"98","1013.5"
"471.5","1145"
"509","97.5"
"437.5","669"
"545","103.5"
"498.5","90.5"
"249.5","629"
"681","132"
"164.5","1013.5"
"562","979.5"
"480.5","1067.5"
"526.5","516"
"46","842"
"136.5","327.5"
"380.5","462"
"676","129"
"311.5","1153"
"732.5","1005.5"
"518.5","1145.5"
"614.5","1083.5"
"710.5","954.5"
"199.5","27"
"764.5","1050.5"
"449","1149"
"297.5","999"
"693","1096.5"
"284","697"
"518.5","129.5"
"267.5","857.5"
"295","581.5"
"657.5","1103.5"
"709.5","21.5"
"614","848.5"
"437","1097"
"36","872.5"
"335","941"
"595","1125"
"120","1050"
"66.5","832.5"
"50.5","939.5"
"369.5","962"
"125","787.5"
"176.5","689.5"
"731","424.5"
"54.5","521"
"371","968"
"207","688.5"
"157","330.5"
"737","498.5"
"62","614"
"36.5","930"
"724.5","631"
"389.5","971.5"
"414","322"
"193","213.5"
"418.5","929.5"
"738.5","440.5"
"311.5","617"
"463.5","940"
"269.5","905"
"758.5","181"
"236.5","239"
"512.5","948"
"454.5","997"
"759","520"
"735.5","467"
"303.5","26.5"
"765","1071"
"657","22"
"14.5","360"
"430","349.5"
"59","535"
"723","139.5"
"650.5","1080"
"716.5","316.5"
"523.5","455.5"
"642","11"
"654.5","1116"
"96","1055.5"
"235","980"
"608.5","100.5"
"331","891.5"
"271.5","1014"
"59","1153.5"
"221.5","148.5"
"480","834"
"758.5","1060.5"
"188","665.5"
"182.5","232.5"
"136.5","735"
"751","1140"
"596","1162.5"
"486","1029.5"
"635","1137.5"
"249.5","957.5"
"500","449.5"
"471.5","1052.5"
"653.5","475.5"
"594","386"
"772.5","169"
"247.5","289"
"305.5","896.5"
"754.5","40.5"
"274.5","917"
"208","86.5"
"347","1036.5"
"695.5","555.5"
"523","1177"
"732","481.5"
"24.5","144.5"
"267","901"
"603.5","1041.5"
"108","1067"
"164","718"
"468.5","345"
"559.5","1172"
"88","113"
"520","446"
"96.5","1074"
"268","182"
"167.5","1150.5"
"719.5","328"
"501.5","782"
"507.5","1174"
"451.5","447.5"
"502","248.5"
"227.5","1018"
"703","678"
"262","1108"
"195","126.5"
"21","1050"
"469.5","1176"
"681.5","131"
"301.5","1085"
"185","212.5"
"324.5","985.5"
"569.5","902"
"252","174.5"
"255","1073"
"436.5","673"
"37","1004.5"
"310","868"
"575","418.5"
"36.5","67"
"352.5","727.5"
"156","1094"
"9.5","1182.5"
"503.5","448.5"
"284","424"
"142","600"
"158","340"
"508","1121.5"
"373.5","482"
"271","922.5"
"0.5","135"
"337","499"
"404","911.5"
"421","305"
"75","833.5"
"398.5","795"
"3.5","955"
"697.5","33.5"
"228","1162"
"710","655.5"
"406","306"
"349","507"
"19","1135"
"115","1071.5"
"99","1066.5"
"712.5","1131"
"570","390.5"
"663","1098"
"125.5","536.5"
"725.5","611.5"
"583","1077.5"
"197","236"
"539.5","430.5"
"50","1160"
"251","637"
"79.5","7"
"22","1021"
"454","476"
"354.5","1051.5"
"68.5","917.5"
"365.5","1018.5"
"464","467.5"
"550.5","813"
"319.5","965"
"409.5","589"
"437.5","1013.5"
"503","388"
"692.5","234.5"
"591","388.5"
"673.5","124.5"
"488","433.5"
"61","1174"
"391.5","998"
"695","1182"
"287","607"
"518","335.5"
"584","1069.5"
"694.5","258"
"546.5","535"
"554.5","987.5"
"191","1148.5"
"385.5","908"
"264","357.5"
"135.5","527"
"408","880"
"11.5","457.5"
"692","644.5"
"538.5","1113"
"727","1092"
"420","365"
"125.5","691"
"641","7.5"
"347","1085"
"638","1174"
"402","914"
"477.5","242.5"
"731.5","462.5"
"647.5","1117"
"752","503"
"758.5","493"
"580","469.5"
"44","951"
"451","1129.5"
