"X","Y"
"882.5","610.5"
"277.5","682.5"
"896.5","160.5"
"1014.5","32.5"
"160","581"
"407","691.5"
"412.5","548"
"123.5","700"
"554.5","305.5"
"714.5","72"
"262","798.5"
"460","418"
"355.5","59"
"291.5","776.5"
"634","91"
"1102.5","95.5"
"431","355.5"
"446","389"
"366.5","281"
"1034","138"
"486","724.5"
"687.5","386.5"
"150","150"
"570.5","588"
"570","480.5"
"128","251"
"52","107.5"
"822.5","291.5"
"840.5","510.5"
"600","36"
"837.5","615.5"
"733.5","405.5"
"958.5","247"
"1015","280"
"711.5","667.5"
"103","458.5"
"449","165"
"810","201.5"
"94","35.5"
"466","90.5"
"677.5","254"
"229.5","577.5"
"427","129.5"
"597.5","240.5"
"609","717.5"
"370.5","297"
"902","348"
"607.5","369.5"
"707","677"
"284","7.5"
"493","401"
"25.5","481.5"
"131.5","572"
"89.5","621.5"
"588","673"
"278.5","645.5"
"791.5","460"
"795.5","401.5"
"683.5","695"
"168","272.5"
"203.5","520"
"993.5","348.5"
"996","627.5"
"87","21.5"
"102","720.5"
"51","73"
"30","658"
"411.5","280.5"
"24","127.5"
"609.5","321.5"
"206","735"
"375","663.5"
"757","266"
"711.5","279.5"
"834","214.5"
"998","281"
"228","474"
"486","119.5"
"279","218"
"968.5","197"
"783","436"
"830.5","472.5"
"205","566"
"261.5","579.5"
"135.5","787.5"
"189.5","62"
"751","727.5"
"71.5","351"
"905.5","591"
"422","557.5"
"873","727"
"38.5","745"
"11","578"
"519","369.5"
"522","658"
"389.5","1"
"1070","56.5"
"449","518.5"
"327","501.5"
"617.5","163"
"749","463"
"159","705.5"
"615","144.5"
"284.5","262"
"546.5","667"
"195","790.5"
"467","130"
"1038.5","73"
"921","39"
"814","63.5"
"986.5","310.5"
"139.5","728"
"793.5","541"
"643.5","168.5"
"181","556"
"58","647"
"612","603.5"
"1032.5","176.5"
"866","607"
"949.5","430"
"37","543.5"
"987","645.5"
"140.5","484"
"391.5","571.5"
"837.5","74"
"472","731.5"
"701","211"
"772.5","636.5"
"428","322.5"
"580","537"
"863","233"
"672","589"
"581.5","363"
"959","658.5"
"610","139.5"
"505","531"
"430","411.5"
"880","500.5"
"214.5","329.5"
"435","190.5"
"335","146.5"
"224.5","615.5"
"1024.5","9"
"938.5","555.5"
"328.5","751.5"
"205","528"
"380.5","22.5"
"102.5","644"
"593.5","356"
"848","50.5"
"329","153"
"237","111.5"
"617.5","27"
"1089","47"
"1038.5","126"
"473.5","578"
"479","610.5"
"105","782.5"
"211","369"
"816.5","292.5"
"151","156"
"695.5","277.5"
"0","666"
"930","348"
"271.5","431.5"
"916.5","32.5"
"542","400.5"
"832.5","140"
"507","773.5"
"457.5","643"
"849","24"
"1014","195.5"
"156","304"
"716.5","183"
"553.5","203"
"13.5","289.5"
"401.5","281.5"
"658.5","480.5"
"576","464"
"192.5","623"
"972.5","372.5"
"368","592"
"919","86.5"
"110.5","624"
"791.5","730"
"142.5","284"
"508.5","617.5"
"544","716.5"
"719.5","67.5"
"787.5","529.5"
"246","212"
"541.5","351"
"986","394.5"
"394","442"
"1068.5","206.5"
"725","22.5"
"710.5","103.5"
"923","488"
"401.5","223.5"
"842","309.5"
"33.5","265"
"24.5","223.5"
"277.5","565.5"
"568","552"
"486.5","605"
"798.5","472"
"16","199"
"663.5","156.5"
"386.5","367"
"505.5","415"
"392","445"
"635.5","305.5"
"303","590"
"208.5","91"
"857.5","15.5"
"417.5","422.5"
"878.5","250"
"217","39.5"
"239","790"
"17","411.5"
"352","194.5"
"112.5","135"
"120.5","278.5"
"372.5","562.5"
"544","299"
"809","444.5"
"1006.5","193"
"753.5","244"
"355","510.5"
"173.5","737.5"
"766.5","165"
"915","54"
"40.5","203.5"
"17","180.5"
"673.5","316"
"355.5","512.5"
"1101.5","193.5"
"697.5","279.5"
"482","62"
"4","60.5"
"375.5","621"
"569","686.5"
"23","207.5"
"108.5","170.5"
"746","7.5"
"1054.5","114.5"
"97.5","20"
"168","172"
"1012","136"
"387","703.5"
"208","112"
"138","368.5"
"121","686"
"772","93.5"
"410","210"
"17.5","63.5"
"331","416.5"
"34.5","266"
"574","732.5"
"356.5","84.5"
"360.5","581"
"649","7.5"
"586","231.5"
"430.5","525.5"
"630.5","286"
"908.5","221.5"
"1139","151.5"
"734","711.5"
"235","460.5"
"523.5","354.5"
"352.5","684"
"1053","255.5"
"720","43.5"
"575","347"
"87","138.5"
"342.5","695"
"629.5","84.5"
"125.5","574.5"
"21.5","462.5"
"134","517"
"232","488.5"
"407.5","766"
"945","98"
"168","227"
"864","137.5"
"716.5","17.5"
"668.5","60"
"1015","341"
"112","658.5"
"702","654"
"560","706.5"
"249.5","682.5"
"617.5","775"
"16","287.5"
"638.5","78.5"
"228.5","668.5"
"374","339"
"122.5","280"
"192","0.5"
"355","659.5"
"129.5","202"
"1097","52.5"
"786.5","578.5"
"528","696.5"
"623.5","78.5"
"291","42"
"987","235.5"
"523.5","798.5"
"851","516"
"755.5","552.5"
"262","354"
"846.5","729.5"
"34","285"
"324.5","203"
"111","416.5"
"263","325"
"565.5","188"
"1090.5","25"
"943.5","693.5"
"424.5","288.5"
"391","104.5"
"906.5","357.5"
"129.5","480"
"448.5","359"
"1019.5","606.5"
"256.5","685"
"50.5","36.5"
"230.5","292.5"
"940.5","491"
"744","371.5"
"57","638"
"699.5","198.5"
"258.5","728"
"1000","684.5"
"1097","165.5"
"803.5","268.5"
"548.5","475.5"
"195","698.5"
"324.5","614.5"
"700","120"
"1014","69.5"
"139","325.5"
"285","569"
"731.5","413"
"790.5","277"
"652.5","697.5"
"892","25.5"
"96.5","198.5"
"425","42"
"721.5","123"
"972.5","583"
"41.5","774"
"1012.5","383.5"
"184.5","793"
"123.5","691.5"
"1038.5","605.5"
"344","132"
"971.5","137"
"269","242"
"677.5","300.5"
"415.5","192"
"899","120.5"
"588.5","518.5"
"373","294.5"
"727.5","247.5"
"968.5","556.5"
"28.5","791"
"405.5","697.5"
"1050.5","228"
"301.5","83.5"
"201","212"
"314.5","730"
"466.5","484.5"
"28","684"
"315","769"
"501","411.5"
"639.5","19"
"95.5","758"
"232","732"
"502.5","656.5"
"997","368"
"516","304"
"651","132"
"254.5","562"
"38.5","705.5"
"1005","38.5"
"899.5","638.5"
"740","240"
"135","516.5"
"926.5","485.5"
"30.5","669"
"843.5","309.5"
"733.5","44.5"
"109.5","704"
"227.5","583"
"474.5","362.5"
"1090.5","204"
"1042","274.5"
"804","732.5"
"17","784"
"31.5","153.5"
"581.5","422.5"
"679.5","129"
"213","407.5"
"951.5","309.5"
"244.5","264"
"827","26.5"
"533.5","583"
"693.5","501.5"
"54.5","615"
"174","798.5"
"639.5","389.5"
"510","695.5"
"869","449"
"33.5","4.5"
"144","467.5"
"1007.5","156"
"280","228.5"
"485","116.5"
"49.5","167"
"877","94.5"
"160","547.5"
"83.5","28"
"129","407.5"
"316.5","693.5"
"398","683"
"771.5","463.5"
"12.5","553.5"
"693","407.5"
"753.5","240.5"
"248.5","129"
"1030","74.5"
"773","190"
"978.5","73.5"
"991.5","79.5"
"1026","241"
"452.5","97.5"
"583","214"
"256","217"
"70","182"
"975","432.5"
"507.5","455.5"
"844.5","411.5"
"614.5","417.5"
"313.5","656"
"332.5","320"
"710","760.5"
"654.5","321.5"
"931.5","559.5"
"139.5","450"
"574.5","183"
"23.5","197"
"455.5","373"
"96.5","4.5"
"741.5","240.5"
"502","744.5"
"425.5","91"
"151","192.5"
"554","309.5"
"493.5","526"
"577","599.5"
"319","753"
"1006","131"
"679.5","107"
"798","117.5"
"448.5","184.5"
"880.5","4.5"
"754","115"
"632","488.5"
"439","258.5"
"160","682.5"
"436","130"
"635.5","368"
"512.5","335"
"362","177"
"308.5","388"
"216","564"
"388.5","305.5"
"806.5","137.5"
"906","97.5"
"749","563"
"73","567.5"
"370.5","565.5"
"740.5","193"
"83","178.5"
"42.5","220"
"509.5","619.5"
"936.5","59"
"473.5","392.5"
"378.5","32"
"122","707"
"344","480.5"
"14.5","634"
"10.5","636"
"295.5","362"
"935.5","629"
"280.5","594.5"
"377","511.5"
"26","520"
"1017.5","243"
"106","42"
"872","647.5"
"848","112.5"
"937.5","40"
"3.5","33"
"386.5","285"
"808","224.5"
"347","288.5"
"0","363"
"902","174"
"182","81"
"723","327.5"
"69.5","612"
"786.5","174"
"410.5","162"
"100.5","767"
"893.5","727"
"433","755.5"
"662.5","510.5"
"552","222.5"
"902","264.5"
"144","726"
"83.5","18.5"
"495.5","93.5"
"391.5","586.5"
"736","477"
"147.5","390.5"
"118","782"
"573.5","194.5"
"662.5","16.5"
"153","344.5"
"840.5","358"
"294.5","318.5"
"528","358"
"28.5","506"
"144","336"
"514.5","566"
"704.5","776.5"
"547","272"
"239","471"
"230.5","785.5"
"219","317.5"
"252","788"
"62","59"
"470","765.5"
"470.5","585"
"821","148.5"
"273","450"
"133","709"
"228","355.5"
"235.5","743"
"57.5","324.5"
"86.5","71"
"1078","46"
"806.5","618"
"453.5","402.5"
"712.5","303"
"19","258.5"
"288.5","202"
"887.5","374.5"
"249.5","738"
"1056.5","189.5"
"200","250.5"
"996","285.5"
"927","273"
"292.5","190.5"
"340.5","268.5"
"108.5","37"
"738.5","696"
"95.5","142.5"
"568.5","445.5"
"827","468.5"
"331.5","686.5"
"291.5","698"
"363","635.5"
"1028","95.5"
"368","468"
"816.5","724.5"
"560.5","195.5"
"251","748"
"1032.5","167.5"
"273.5","624.5"
"192","105.5"
"741","79.5"
"341","69.5"
"844.5","299"
"44.5","342"
"797.5","725.5"
"288.5","682"
"823","659.5"
"582","179"
"379.5","587.5"
"752.5","10"
"2.5","4"
"152.5","347.5"
"64.5","716"
"310.5","652.5"
"413","673"
"658.5","105.5"
"391.5","164"
"102.5","228"
"342","664.5"
"830","474"
"529.5","633"
"211","158.5"
"437","516.5"
"797","333"
"452","710.5"
"244.5","118.5"
"117.5","265.5"
"200","638"
"887.5","130.5"
"778.5","290"
"107.5","554"
"73.5","55"
"132.5","585"
"569","406"
"198","202"
"238.5","669.5"
"623.5","106.5"
"680","349"
"373","164"
"258.5","246.5"
"655","512.5"
"364.5","129"
"954","358.5"
"52","742"
"509.5","61"
"946","90.5"
"327","711.5"
"91.5","685.5"
"489","342"
"846","655"
"35","26"
"738","460.5"
"485","426"
"72.5","181.5"
"796","331"
"696.5","638.5"
"577.5","464"
"71","694.5"
"681","433"
"850.5","106.5"
"874","558"
"535","3"
"93.5","193"
"357","709"
"255.5","319.5"
"162","34.5"
"814","382.5"
"586","447.5"
"567.5","333"
"348.5","645"
"661","321"
"825.5","428"
"93.5","612.5"
"622.5","241.5"
"683.5","738"
"410.5","732.5"
"938.5","292"
"638","574.5"
"285.5","174"
"557.5","529.5"
"87","485"
"206","60"
"606.5","319"
"387","147"
"197","503"
"824","507.5"
"752.5","145"
"247.5","612"
"145","500"
"870.5","401.5"
"883.5","410.5"
"945.5","685"
"68.5","252"
"49.5","132"
"144.5","22.5"
"128.5","416.5"
"624.5","520"
"1067.5","65.5"
"306.5","498"
"491.5","649"
"601","276"
"54","7"
"716.5","744"
"1046.5","151.5"
"305.5","85"
"363.5","351"
"243","695"
"757.5","692"
"604","494"
"858","568.5"
"587.5","254.5"
"6","173.5"
"235.5","739.5"
"164.5","282.5"
"808.5","75"
"534.5","479"
"798.5","174.5"
"369.5","429.5"
"930.5","503.5"
"124","699.5"
"897","300.5"
"44","4.5"
"770.5","565"
"852","80.5"
"424.5","774"
"713","592"
"87.5","769.5"
"141","345.5"
"789.5","115.5"
"738","92"
"25","343.5"
"245","746.5"
"495.5","389.5"
"693","278"
"865","36"
"652.5","10"
"1029","48.5"
"837.5","590.5"
"335","621"
"637.5","624.5"
"132.5","97"
"77.5","757.5"
"468","56.5"
"382.5","49.5"
"696.5","592.5"
"237","110.5"
"871","641.5"
"556","776"
"809.5","689"
"277.5","407"
"925.5","633.5"
"356","180.5"
"749.5","485"
"237.5","294.5"
"842.5","407"
"162.5","414.5"
"774","92"
"144","448"
"637","461.5"
"16","561"
"723.5","216.5"
"902.5","122"
"63","172.5"
"388.5","9"
"859","138.5"
"383","159"
"366.5","234.5"
"488","129.5"
"1067","20.5"
"496.5","91"
"308.5","19.5"
"830.5","53"
"1022","265"
"40","87"
"470","45.5"
"474.5","721"
"524.5","303.5"
"92.5","497.5"
"883.5","258.5"
"412.5","110"
"772.5","13.5"
"882","179"
"231.5","593.5"
"364","372.5"
"35","514"
"1039.5","239.5"
"603","404"
"659.5","704.5"
"859","222"
"277","297.5"
"305","352"
"156","727"
"1115.5","116.5"
"506.5","330"
"241","34"
"466","706.5"
"775.5","200.5"
"778.5","666"
"754","74.5"
"459.5","553.5"
"355.5","320"
"814.5","461"
"743","21"
"492.5","523"
"141.5","404"
"186","8.5"
"95","66.5"
"997","232.5"
"992.5","591"
"615.5","523"
"171.5","534"
"14","260"
"424.5","27.5"
"314","143.5"
"448.5","527"
"283","205"
"253.5","300.5"
"448","317"
"631","373"
"393","149.5"
"981.5","373.5"
"13.5","404.5"
"605.5","715"
"795.5","747"
"428.5","297"
"202","300"
"257.5","237"
"216","603"
"238","327"
"861","189.5"
"354","479"
"636","797"
"322.5","768"
"619","55"
"58.5","167.5"
"59","786"
"931.5","175.5"
"671","606"
"667","604.5"
"951","718.5"
"256","717.5"
"450.5","413"
"691.5","477.5"
"252","687.5"
"724","179.5"
"348","112.5"
"301","684"
"891","437"
"643","541"
"935","706"
"357.5","170.5"
"128","237"
"828","648"
"828","406.5"
"637.5","318"
"849","688.5"
"245.5","99.5"
"466.5","563"
"592","765"
"33.5","643"
"436","433"
"1019.5","230"
"669.5","635"
"908.5","7.5"
"389.5","504"
"578.5","312"
"664.5","396"
"438.5","371.5"
"429","559"
"256.5","107"
"417","205"
"27","197.5"
"60","714"
"100","442"
"378","215.5"
"633.5","399"
"733","752.5"
"903","220"
"341.5","625.5"
"445","444.5"
"913","311.5"
"481.5","760.5"
"603","774.5"
"786","649.5"
"857","232"
"564.5","628.5"
"685","214"
"734.5","420.5"
"101.5","187"
"809.5","88.5"
"189.5","177.5"
"957","364"
"642.5","122.5"
"652.5","438"
"804.5","446.5"
"607.5","479"
"82.5","678.5"
"341","281.5"
"616.5","62"
"70","26"
"975","71.5"
"333","461.5"
"33.5","191.5"
"572.5","210"
"640","103.5"
"442.5","312.5"
"427.5","302"
"382","140.5"
"125","447"
"25.5","529.5"
"897","540.5"
"1099","85.5"
"608","326.5"
"943","457"
"937","108.5"
"102.5","273"
"164","566"
"851.5","314"
"974.5","15"
"163.5","42.5"
"647","36"
"808","210.5"
"559.5","669.5"
"103","334"
"431.5","143"
"641.5","289.5"
"791.5","750.5"
"847.5","263.5"
"138.5","435"
"546","427.5"
"143","328.5"
"894","336.5"
"80","713"
"893","442.5"
"125","189.5"
"983","690.5"
"6","766.5"
"333","329.5"
"119.5","696"
"275","47.5"
"705","262"
"574","692"
"770.5","35"
"502.5","339.5"
"635.5","24"
"698","22"
"362","568.5"
"657.5","100.5"
"408.5","78"
"942.5","401"
"457","696.5"
"669","127"
"1022.5","675"
"999","44"
"290.5","227.5"
"477.5","394.5"
"369.5","156"
"243","200.5"
"52","486.5"
"355.5","720.5"
"259","381.5"
"341.5","36.5"
"780","674"
"523.5","269.5"
"818.5","744.5"
"98","425.5"
"476.5","521"
"621","455"
"730.5","690"
"803","637.5"
"88.5","331"
"494.5","533.5"
"395.5","565"
"546.5","292.5"
"519","755.5"
"398.5","504.5"
"27","109.5"
"464","754.5"
"722","524"
"319.5","620"
"199","388.5"
"431.5","628"
"721","455"
"566","709.5"
"551","645.5"
"145.5","789.5"
"3.5","382.5"
"968.5","45"
"332.5","420.5"
"1026.5","254"
"496","632"
"586.5","539.5"
"666.5","393.5"
"138","725"
"617","35"
"165","674.5"
"237","317"
"136.5","734.5"
"40.5","634.5"
"742","709.5"
"328.5","66.5"
"258","681"
"164.5","547.5"
"779","685.5"
"491","717.5"
"898","5"
"728","448"
"195.5","247"
"363.5","583.5"
"524.5","454"
"121.5","772"
"40.5","530"
"449.5","17.5"
"984.5","629"
"406","601"
"35","750.5"
"205","399"
"91","450.5"
"391","180.5"
"222","328.5"
"589","787.5"
"198.5","299.5"
"2.5","245"
"11","686.5"
"530.5","708.5"
"487.5","125"
"470","663.5"
"133","532"
"557","662.5"
"892","250"
"355","37"
"115","573"
"10","730.5"
"950","437"
"439.5","15"
"906","590"
"598.5","772.5"
"2.5","418"
"1007","112"
"759.5","151.5"
"392","364"
"740.5","336.5"
"947.5","99"
"689.5","738"
"157","316.5"
"727","95"
"365","68"
"522","229"
"118.5","596.5"
"326.5","362"
"196","253.5"
"681","670"
"752.5","257"
"481.5","328"
"901","377.5"
"385","594"
"841.5","308.5"
"585","789"
"372.5","391.5"
"419.5","779"
"737.5","677.5"
"368","184"
"441","340"
"405","130"
"975.5","361.5"
"939.5","232.5"
"31","413"
"809","262.5"
"965","72.5"
"27","238.5"
"734.5","308"
"285.5","63.5"
"567","340"
"958.5","227.5"
"445.5","205.5"
"941.5","275.5"
"318.5","515"
"392.5","52"
"966","417"
"198.5","194.5"
"884","33"
"698","279"
"350","227"
"982","288"
"931.5","608.5"
"134","249.5"
"939.5","69"
"308.5","543"
"929.5","604.5"
"845","175"
"990.5","104.5"
"910","310.5"
"32","241.5"
"752","204"
"614","302.5"
"575.5","417"
"224.5","237.5"
"155","201.5"
"315","11"
"624.5","196.5"
"893.5","263.5"
"736.5","549"
"6.5","708.5"
"369","323"
"757","67"
"867","414"
"1020.5","319"
"399","725.5"
"695.5","328.5"
"307.5","793"
"839","451"
"392.5","250.5"
"895.5","432"
"804","722"
"745","406.5"
"47","177"
"58.5","129"
"777","290"
"849","228"
"636","425.5"
"117.5","587"
"476.5","96.5"
"892.5","304"
"289.5","657.5"
"62","673"
"986","262"
"173","316"
"123.5","258"
"987","395.5"
"311.5","485"
"176.5","383"
"768","102"
"471","453.5"
"774.5","560.5"
"198","791"
"1025","381.5"
"381","758.5"
"221.5","537"
"297.5","199.5"
"881.5","54"
"112.5","704"
"737","455"
"527.5","459.5"
"384","660"
"623","190"
"202.5","218"
"889","304"
"790","71.5"
"131.5","789"
"1024.5","11.5"
"200.5","116.5"
"240","371"
"216","684"
"3","400"
"367.5","291"
"150","118.5"
"758.5","125"
"929.5","259.5"
"571","497"
"494.5","571"
"111.5","254"
"718","627.5"
"186","680"
"1126","122"
"854","660"
"1131.5","121.5"
"666.5","32"
"631","545"
"139.5","480"
"663.5","598.5"
"205.5","579.5"
"197","284.5"
"104","69"
"481.5","711.5"
"791","151.5"
"124","8.5"
"551.5","491.5"
"976.5","58.5"
"508.5","405"
"955.5","79"
"845","501.5"
"854.5","366"
"1077.5","27"
"454.5","787.5"
"906","621.5"
"567","653.5"
"873.5","221.5"
"937.5","703"
"117","459.5"
"671.5","26.5"
"201","24"
"897.5","118.5"
"359.5","46.5"
"122","416"
"171.5","292"
"24","278"
"302","48.5"
"877","536"
"710.5","298.5"
"407.5","49"
"34","249.5"
"298","60.5"
"622.5","237.5"
"963","348.5"
"395","796.5"
"254.5","213.5"
"44.5","31"
"738.5","211.5"
"504","389.5"
"704","117.5"
"655.5","425"
"485","595.5"
"19","0.5"
"603","381"
"433","50.5"
"744","554"
"691.5","458.5"
"670","773.5"
"41.5","559.5"
"710","744.5"
"430","627"
"936.5","625"
"992","328.5"
"624","376"
"274.5","700"
"324","246"
"816.5","288"
"766.5","168.5"
"359.5","485"
"803.5","313.5"
"1016","14"
"355","113"
"741","622"
"161.5","789.5"
"854","612"
"829","172.5"
"242.5","317"
"482","345.5"
"383","285.5"
"966.5","571"
"116.5","455"
"48","99.5"
"886","504.5"
"514","282"
"833.5","255"
"306.5","291.5"
"71.5","777"
"130.5","730"
"698.5","555.5"
"609","144"
"863.5","294.5"
"396.5","102"
"828.5","262.5"
"212.5","616.5"
"265","709"
"151","68.5"
"78","532"
"539.5","569.5"
"402","464"
"455.5","26.5"
"411","783.5"
"530","0"
"795.5","251"
"527","400"
"209","581"
"899","639.5"
"129.5","89.5"
"555.5","621"
"782.5","246.5"
"606.5","310.5"
"167.5","36"
"818","405.5"
"169","447.5"
"601","444"
"635","594.5"
"359.5","438"
"601","541.5"
"263.5","113"
"88.5","303"
"185","634.5"
"808.5","353"
"1037.5","617.5"
"680.5","669.5"
"128.5","298"
"811","516"
"100.5","358"
"818.5","351"
"731.5","282"
"377","316"
"616","324.5"
"10.5","537"
"354.5","387"
"439.5","286.5"
"237.5","110.5"
"1010.5","17"
"759.5","56.5"
"46","669.5"
"405.5","444"
"241.5","17"
"174.5","255"
"868.5","88.5"
"274","626"
"947.5","238.5"
"419","369"
"325","558.5"
"660","382.5"
"14","334.5"
"325","277.5"
"412","291"
"594.5","286.5"
"480","798.5"
"654.5","308"
"799.5","712.5"
"625.5","15"
"910.5","245.5"
"84.5","586.5"
"487.5","436"
"1112","166.5"
"439.5","195"
"56.5","158.5"
"381","210"
"875","573"
"778","601.5"
"414.5","340.5"
"571.5","470.5"
"130","3"
"352","201.5"
"925","631"
"118","42"
"234","649.5"
"678.5","75"
"920","198.5"
"790","383.5"
"127.5","243.5"
"896","97"
"334.5","243"
"97","480"
"252.5","7.5"
"163","711"
"412.5","512.5"
"708.5","642.5"
"898.5","500"
"464.5","787"
"264","364"
"911","277"
"501.5","663.5"
"315","681"
"912","391"
"361","672.5"
"298.5","39.5"
"530.5","48"
"571","678.5"
"614","13"
"997","567.5"
"287","366.5"
"758.5","618"
"1043","190.5"
"383","631"
"933.5","704.5"
"719","417"
"99.5","272.5"
"169","22.5"
"707","107.5"
"960","87.5"
"782.5","328.5"
"374.5","288"
"22.5","2.5"
"1024.5","62"
"550.5","638.5"
"262.5","671"
"856","114"
"185","359.5"
"497.5","78"
"537","422"
"615","447.5"
"289.5","88"
"388.5","603"
"572.5","29"
"938.5","64.5"
"564","778.5"
"828","599"
"362","214"
"795","733.5"
"929","183.5"
"405.5","252.5"
"789","460.5"
"531","319"
"36","679.5"
"240","120"
"743","178.5"
"207","374.5"
"286","240"
"955","270"
"212.5","97.5"
"905.5","150"
"775","591.5"
"299.5","657"
"428.5","462"
"807","216.5"
"413","44.5"
"769.5","704.5"
"748","737.5"
"310","477.5"
"499","297.5"
"619.5","494"
"684","716"
"423","674"
"953.5","561.5"
"278.5","87"
"660.5","230.5"
"636.5","251"
"827.5","640.5"
"350","602.5"
"247","554"
"26","412"
"456","665"
"971.5","43"
"472.5","98"
"315","574"
"1020","63.5"
"839","723.5"
"1051.5","10"
"478.5","504.5"
"3","67"
"787.5","315.5"
"1127","122.5"
"6","405"
"254","331.5"
"929.5","231.5"
"841","542.5"
"703.5","721.5"
"403.5","307"
"5.5","604.5"
"627","564.5"
"509.5","427"
"391.5","441.5"
"411","49.5"
"297","349.5"
"707","78.5"
"819","546"
"879","296"
"111","42"
"363.5","143.5"
"700","424"
"445.5","782.5"
"755.5","252"
"807","696"
"204.5","31"
"407.5","749.5"
"750.5","647.5"
"566.5","586"
"463","368.5"
"783.5","620.5"
"851.5","21"
"517","470.5"
"49","1.5"
"992","64"
"657.5","575.5"
"796.5","464"
"11","398.5"
"110.5","710.5"
"371.5","629"
"577","465.5"
"441","104"
"594","203.5"
"623","451"
"202","194.5"
"988","298.5"
"700.5","541"
"351.5","464.5"
"878.5","210"
"270.5","339"
"646","685"
"663.5","356.5"
"165","556.5"
"63.5","110.5"
"765.5","268.5"
"252","218.5"
"850","109"
"122.5","710.5"
"882","107"
"920","303.5"
"474.5","609"
"406.5","251"
"629","44"
"168","343.5"
"866","296"
"655.5","707.5"
"303","41.5"
"378.5","699"
"712.5","775"
"202.5","148.5"
"702","427"
"791.5","736.5"
"70.5","83.5"
"897","649"
"312","572.5"
"14.5","600"
"962.5","211"
"102","103"
"51","295"
"876.5","550.5"
"612","6"
"529.5","294.5"
"581","26.5"
"801","524"
"10.5","152.5"
"548","448.5"
"708.5","404"
"754.5","299"
"411","372.5"
"880","312.5"
"91","328.5"
"92","597"
"112","719"
"847","184.5"
"526.5","719"
"1045.5","305.5"
"691.5","4"
"107","469"
"660","722"
"474","56"
"188","574.5"
"505","342"
"52.5","494"
"668.5","25"
"500","73.5"
"129","595"
"524","436.5"
"234","559.5"
"291","651.5"
"484.5","109.5"
"948","48.5"
"740.5","489.5"
"385.5","607.5"
"808","12"
"143","718"
"355.5","161"
"589","175.5"
"856.5","111.5"
"297","62"
"687","275"
"169.5","213.5"
"936","483.5"
"195.5","597"
"548","756.5"
"249.5","633"
"648.5","107"
"808","112"
"339.5","474"
"109.5","656.5"
"142.5","103.5"
"536.5","664"
"847","313"
"617.5","635"
"922.5","642"
"749","715.5"
"615","637"
"245.5","461"
"505","722.5"
"352.5","496"
"547","276"
"1085.5","45.5"
"212.5","287"
"391","709.5"
"547.5","417.5"
"525.5","651"
"762","751.5"
"906","481.5"
"781","85.5"
"640.5","328"
"233","225"
"118.5","569.5"
"65.5","714.5"
"465","457"
"371.5","222.5"
"768.5","687"
"463.5","54"
"275.5","29"
"481.5","394.5"
"516","18.5"
"651","768"
"796.5","614.5"
"714","217"
"676.5","394"
"891","38.5"
"878","81"
"312.5","720"
"139","783"
"286.5","184"
"619","191"
"825","381"
"790","531"
"670","410"
"431.5","655"
"92","236"
"621","608"
"698.5","38"
"765","69"
"385.5","75.5"
"712","323"
"760","270"
"584.5","321"
"486.5","53"
"337","163.5"
"697","485"
"238.5","544.5"
"685","515"
"371.5","506"
"755.5","711"
"637.5","139"
"88.5","54"
"833.5","86.5"
"52.5","462"
"417","556"
"963","219"
"274","59"
"661","2.5"
"458.5","667"
"50.5","637.5"
"769","679.5"
"443","437"
"848.5","255"
"739.5","404.5"
"578","453"
"684.5","312"
"13","504.5"
"381.5","234"
"706","643"
"179","302"
"738.5","101"
"771","150.5"
"460.5","77"
"367.5","254.5"
"120","294.5"
"397.5","18"
"62","616.5"
"58","646.5"
"583","648"
"501.5","688.5"
"404","656.5"
"353.5","665.5"
"151","459.5"
"182.5","0"
"751","56"
"790","128"
"933.5","85.5"
"460","703.5"
"34","396.5"
"614","677.5"
"383.5","749"
"20.5","520.5"
"836.5","263.5"
"622.5","10.5"
"39","648.5"
"746","373.5"
"437.5","162.5"
"522.5","317"
"75","198"
"414.5","676.5"
"3.5","583"
"919.5","359"
"388.5","741.5"
"967.5","396.5"
"922.5","595"
"490","325"
"914","439.5"
"883.5","720"
"980.5","139.5"
"603.5","156"
"99.5","38.5"
"336","306.5"
"108","750.5"
"845","664.5"
"935","548.5"
"879.5","491"
"933.5","625"
"265","695"
"954","108.5"
"682","431.5"
"921.5","529"
"897.5","146"
"673","484"
"448","433"
"100.5","284.5"
"111","50.5"
"519.5","683.5"
"801","194.5"
"628.5","351"
"572","238"
"54.5","37.5"
"1016","175"
"174.5","548.5"
"1077","280"
"822","163"
"880","702"
"1003","244.5"
"140","458"
"716","625"
"375","2.5"
"366","661"
"764.5","499"
"376.5","244"
"498","523"
"704.5","728"
"59.5","300"
"1036.5","5.5"
"55.5","641.5"
"797","623"
"120.5","560.5"
"170.5","289"
"1011.5","31.5"
"169.5","242.5"
"469","681"
"91","628"
"427","688"
"122","503"
"623.5","630"
"776.5","398.5"
"1118.5","143.5"
"440.5","554.5"
"323.5","303.5"
"906","283.5"
"258.5","42"
"265.5","401"
"30.5","447.5"
"204","420.5"
"362.5","18.5"
"199.5","536"
"858.5","129"
"110","658"
"149","219"
"390","744.5"
"619","718.5"
"143.5","301"
"338.5","333.5"
"865","680.5"
"24","247.5"
"787","381.5"
"74.5","615"
"163","508.5"
"837.5","9"
"649.5","724"
"1002","144"
"945","28.5"
"760","463"
"659","365.5"
"697.5","359"
"391.5","220.5"
"814","658.5"
"449.5","355"
"14.5","10.5"
